Source,Destination,Weight
Cancer-Associated Retinopathy,Postural Orthostatic Tachycardia Syndrome,4
Cancer-Associated Retinopathy,Memory Loss,4
Cancer-Associated Retinopathy,Erythema Multiforme,1
Cancer-Associated Retinopathy,Eosinophilia-Myalgia Syndrome,1
Cancer-Associated Retinopathy,Paraneoplastic Opsoclonus Ataxia,1
Cancer-Associated Retinopathy,Recurrent abdominal pain,1
Coronavirus Infections,Acute gastroenteritis,21
Coronavirus Infections,Congenital Thrombotic Thrombocytopenic Purpura,3
Coronavirus Infections,Gonorrhea,66
Coronavirus Infections,Geroderma osteodysplastica,65
Coronavirus Infections,Sexually Transmitted Diseases,14
Coronavirus Infections,Osteoporosis with pseudoglioma,2
Coronavirus Infections,"Lung Diseases, Obstructive",34
Coronavirus Infections,Gray Platelet Syndrome,27
Coronavirus Infections,Disease,58
Coronavirus Infections,Pain,28
Coronavirus Infections,rundown,2
Coronavirus Infections,Little's Disease,28
Coronavirus Infections,cold symptoms,5
Coronavirus Infections,Testicular regression syndrome,10
Coronavirus Infections,PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY,7
Coronavirus Infections,Anosmia,6
Coronavirus Infections,Communicable Diseases,65
Coronavirus Infections,Chronic otitis media,18
Coronavirus Infections,"SHORT STATURE, IDIOPATHIC, X-LINKED",20
Coronavirus Infections,Herpes,2
Coronavirus Infections,organic disorders,9
Coronavirus Infections,AICARDI-GOUTIERES SYNDROME 1,2
Coronavirus Infections,Fever with chills,2
Coronavirus Infections,Generalized fatigue,1
Coronavirus Infections,Fatigue,20
Coronavirus Infections,Sore to touch,14
Coronavirus Infections,Allergic disposition,12
Coronavirus Infections,Diabetes,2
Coronavirus Infections,Common Cold,45
Coronavirus Infections,Influenza,67
Coronavirus Infections,Pancreatitis,1
Coronavirus Infections,Rhinorrhea,13
Coronavirus Infections,Coughing,56
Coronavirus Infections,Asthenia,8
Coronavirus Infections,Dyspnea,22
Coronavirus Infections,Blind Vision,4
Coronavirus Infections,Idiopathic Multicentric Osteolyses,3
Coronavirus Infections,"Hyperostosis, Diffuse Idiopathic Skeletal",2
Coronavirus Infections,PREMATURE CHROMATID SEPARATION TRAIT,10
Coronavirus Infections,"Encephalopathy, Bovine Spongiform",1
Coronavirus Infections,Myocardial Infarction,7
Coronavirus Infections,Dental caries,1
Coronavirus Infections,Secondary Infections,2
Coronavirus Infections,Actual Inability To Taste,5
Coronavirus Infections,Other symptoms,2
Coronavirus Infections,Gout,2
Coronavirus Infections,gastrointestinal gas,6
Coronavirus Infections,Seizures,26
Coronavirus Infections,Chronic Obstructive Airway Disease,9
Coronavirus Infections,digestive problem,3
Coronavirus Infections,Cardiovascular symptoms,2
Coronavirus Infections,Abnormal breathing,2
Coronavirus Infections,Smallpox,1
Coronavirus Infections,Pharyngitis,19
Coronavirus Infections,Immune System Diseases,2
Coronavirus Infections,Wolf-Hirschhorn Syndrome,5
Coronavirus Infections,Sore Throat,20
Coronavirus Infections,Headache,21
Coronavirus Infections,Pallister-Hall syndrome,8
Coronavirus Infections,Periodic Alternating Nystagmus,1
Coronavirus Infections,Influenza due to Influenza A virus subtype H1N1,3
Coronavirus Infections,Polyarteritis Nodosa,1
Coronavirus Infections,Tropical Disease,1
Coronavirus Infections,Curb,2
Coronavirus Infections,Signs and Symptoms,21
Coronavirus Infections,Temporohyoid osteoarthropathy,3
Coronavirus Infections,MAMMARY-DIGITAL-NAIL SYNDROME,2
Coronavirus Infections,BODY PAIN,10
Coronavirus Infections,Severe Acute Respiratory Syndrome,17
Coronavirus Infections,Arthralgia,2
Coronavirus Infections,Diarrhea,10
Coronavirus Infections,Vomiting,3
Coronavirus Infections,Nausea,9
Coronavirus Infections,Myalgia,4
Coronavirus Infections,"Tachycardia, Ectopic Junctional",1
Coronavirus Infections,Multi-infarct dementia,3
Coronavirus Infections,Subacute thyroiditis,3
Coronavirus Infections,Chronic articular rheumatism,2
Coronavirus Infections,Gerstmann-Straussler-Scheinker Disease,1
Coronavirus Infections,Pyotraumatic dermatitis,7
Coronavirus Infections,Oculocerebrocutaneous syndrome,2
Coronavirus Infections,Osteochondritis Dissecans,1
Coronavirus Infections,Diabetic Autonomic Neuropathy,1
Coronavirus Infections,Mass of body region,3
Coronavirus Infections,Flare,5
Coronavirus Infections,Catch - Finding of sensory dimension of pain,17
Coronavirus Infections,slight fever,1
Coronavirus Infections,Multiple symptoms,2
Coronavirus Infections,Poliomyelitis,6
Coronavirus Infections,"Liver Abscess, Amebic",4
Coronavirus Infections,Measles,5
Coronavirus Infections,Dysosteosclerosis,7
Coronavirus Infections,Strangles,1
Coronavirus Infections,Clouded consciousness,18
Coronavirus Infections,Pulmonary Emphysema,1
Coronavirus Infections,Chronic disease,6
Coronavirus Infections,Asymptomatic Diseases,1
Coronavirus Infections,Lightheadedness,5
Coronavirus Infections,Chills,13
Coronavirus Infections,Papillon-Lefevre Disease,5
Coronavirus Infections,Dengue Fever,1
Coronavirus Infections,Weakness,11
Coronavirus Infections,Secondary bacterial pneumonia,1
Coronavirus Infections,Infectious disease of lung,2
Coronavirus Infections,Aspergilloma,1
Coronavirus Infections,Pneumonia,23
Coronavirus Infections,Respiratory Tract Infections,4
Coronavirus Infections,Mycoses,1
Coronavirus Infections,"Pneumonia, Bacterial",1
Coronavirus Infections,"Hemorrhagic Fever, Ebola",4
Coronavirus Infections,Trigger Finger Disorder,1
Coronavirus Infections,Bacterial Infections,3
Coronavirus Infections,Virus Diseases,7
Coronavirus Infections,primary infection nos,2
Coronavirus Infections,Sepsis,3
Coronavirus Infections,Mumps,1
Coronavirus Infections,Asthma,13
Coronavirus Infections,Dermatologic disorders,1
Coronavirus Infections,Obesity,6
Coronavirus Infections,Hypertensive disease,5
Coronavirus Infections,Diabetes Mellitus,10
Coronavirus Infections,Lung diseases,7
Coronavirus Infections,Kidney Diseases,3
Coronavirus Infections,Nervousness,11
Coronavirus Infections,Flushing,7
Coronavirus Infections,Interstitial emphysema,3
Coronavirus Infections,Overweight,4
Coronavirus Infections,flu symptoms,4
Coronavirus Infections,Anorexia,4
Coronavirus Infections,Infantile Neuroaxonal Dystrophy,32
Coronavirus Infections,Macrophage Activation Syndrome,3
Coronavirus Infections,Dry cough,11
Coronavirus Infections,Chromosome 2q32-Q33 Deletion Syndrome,5
Coronavirus Infections,Comatose,2
Coronavirus Infections,Lupus Erythematosus,5
Coronavirus Infections,Malaria,4
Coronavirus Infections,Asthma attack,1
Coronavirus Infections,Flatulence,3
Coronavirus Infections,Feeling strange,1
Coronavirus Infections,out (of) breath,2
Coronavirus Infections,Feeling Sick,2
Coronavirus Infections,Respiratory problems,2
Coronavirus Infections,Malaise,6
Coronavirus Infections,"Signs and Symptoms, Respiratory",4
Coronavirus Infections,Tremor,6
Coronavirus Infections,Single organ dysfunction,2
Coronavirus Infections,Illness (finding),6
Coronavirus Infections,Abdominal bloating,2
Coronavirus Infections,Decrease in appetite,2
Coronavirus Infections,Nightmares,4
Coronavirus Infections,Ataxia Telangiectasia,3
Coronavirus Infections,Cerebellar decompression injury,1
Coronavirus Infections,Genital infection,1
Coronavirus Infections,Upset stomach,4
Coronavirus Infections,Exhaustion,8
Coronavirus Infections,Cardiac Arrest,6
Coronavirus Infections,Upper Respiratory Infections,8
Coronavirus Infections,HEART PROBLEM,7
Coronavirus Infections,Vasculitis,1
Coronavirus Infections,Tired,12
Coronavirus Infections,Pulmonary congestion,3
Coronavirus Infections,Hepatic Encephalopathy,1
Coronavirus Infections,Toxic liver disease,1
Coronavirus Infections,Acute infectious disease,3
Coronavirus Infections,Retinal damage,1
Coronavirus Infections,Multiple Epiphyseal Dysplasia,6
Coronavirus Infections,Rosacea,1
Coronavirus Infections,Prieto X-linked mental retardation syndrome,2
Coronavirus Infections,Muscular stiffness,6
Coronavirus Infections,Sighing respiration,4
Coronavirus Infections,Mandibuloacral dysostosis,3
Coronavirus Infections,Gasping for breath,1
Coronavirus Infections,Bleeding ulcer,1
Coronavirus Infections,Influenza-like symptoms,4
Coronavirus Infections,Fish-Eye Disease,5
Coronavirus Infections,Amelogenesis imperfecta nephrocalcinosis,3
Coronavirus Infections,Adult Fanconi syndrome,2
Coronavirus Infections,"Diabetes Mellitus, Non-Insulin-Dependent",1
Coronavirus Infections,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,5
Coronavirus Infections,Sick Sinus Syndrome,2
Coronavirus Infections,Neonatal alloimmune thrombocytopenia,1
Coronavirus Infections,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME",3
Coronavirus Infections,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE",4
Coronavirus Infections,Sharp pain,3
Coronavirus Infections,"Amyotrophic Lateral Sclerosis, Sporadic",3
Coronavirus Infections,Streptococcal lymphadenitis of swine,1
Coronavirus Infections,Reflex Sympathetic Dystrophy,8
Coronavirus Infections,Meningococcal meningitis,1
Coronavirus Infections,Sinusitis,4
Coronavirus Infections,Pruritus,3
Coronavirus Infections,Hamman-Rich syndrome,3
Coronavirus Infections,Hybrid Resistance,1
Coronavirus Infections,Lung Problem,5
Coronavirus Infections,Ache,12
Coronavirus Infections,Redness of face,1
Coronavirus Infections,Nasal congestion (finding),8
Coronavirus Infections,Malignant hyperpyrexia due to anesthesia,3
Coronavirus Infections,Chest tightness,8
Coronavirus Infections,Gigantism,2
Coronavirus Infections,Hearing disability,1
Coronavirus Infections,Myocardial Ischemia,2
Coronavirus Infections,Excessive tearing,1
Coronavirus Infections,Episodic ataxia type 1,1
Coronavirus Infections,Pelvic Organ Prolapse,4
Coronavirus Infections,"Infections, Hospital",1
Coronavirus Infections,MRSA - Methicillin resistant Staphylococcus aureus infection,2
Coronavirus Infections,Sudden infant death syndrome,2
Coronavirus Infections,Ulnar-mammary syndrome,1
Coronavirus Infections,Skin lesion,2
Coronavirus Infections,Myopic astigmatism,1
Coronavirus Infections,Cor pulmonale,1
Coronavirus Infections,microbial disease,1
Coronavirus Infections,Paramyotonia Congenita (disorder),4
Coronavirus Infections,STUVE-WIEDEMANN SYNDROME,1
Coronavirus Infections,Staphylococcus aureus infection,1
Coronavirus Infections,Dwarfism,2
Coronavirus Infections,skin damage,1
Coronavirus Infections,"Pain, Postoperative",4
Coronavirus Infections,Visual halos (disorder),1
Coronavirus Infections,"Respiratory Distress Syndrome, Adult",6
Coronavirus Infections,Juvenile-Onset Still Disease,1
Coronavirus Infections,Heartburn,3
Coronavirus Infections,Heartburn acidity,1
Coronavirus Infections,Heart Diseases,4
Coronavirus Infections,Triglyceride storage disease with ichthyosis,2
Coronavirus Infections,Exanthema,5
Coronavirus Infections,"Lupus Erythematosus, Discoid",2
Coronavirus Infections,Edema of foot (finding),1
Coronavirus Infections,"Myelitis, Acute Transverse",1
Coronavirus Infections,Van der Woude syndrome,2
Coronavirus Infections,"Anemia, Diamond-Blackfan",3
Coronavirus Infections,"AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME",2
Coronavirus Infections,Neonatal Jaundice,1
Coronavirus Infections,Acute contagious conjunctivitis,2
Coronavirus Infections,Dizziness,7
Coronavirus Infections,"Hemorrhagic Fevers, Viral",1
Coronavirus Infections,Cerebrovascular accident,3
Coronavirus Infections,Hypersensitivity disease,1
Coronavirus Infections,Acquired Immunodeficiency Syndrome,6
Coronavirus Infections,"DANDY-WALKER MALFORMATION WITH MENTAL RETARDATION, BASAL GANGLIA DISEASE, AND SEIZURES",1
Coronavirus Infections,"Foramen Ovale, Patent",1
Coronavirus Infections,Altitude Sickness,1
Coronavirus Infections,Infarction of spinal cord,1
Coronavirus Infections,Acute infectious lymphocytosis,2
Coronavirus Infections,"Plague, Septicemic",1
Coronavirus Infections,Plague,3
Coronavirus Infections,Marinesco-Sjogren syndrome,1
Coronavirus Infections,Balkan Nephropathy,1
Coronavirus Infections,Anus Diseases,1
Coronavirus Infections,Refractive Errors,1
Coronavirus Infections,Vascular Diseases,1
Coronavirus Infections,Agenesis of corpus callosum,7
Coronavirus Infections,Axenfeld-Rieger syndrome,3
Coronavirus Infections,Heart failure,2
Coronavirus Infections,Respiratory distress,3
Coronavirus Infections,Jet Lag Syndrome,1
Coronavirus Infections,Wasting,3
Coronavirus Infections,Chronic Headache,1
Coronavirus Infections,Other viral diseases NOS,3
Coronavirus Infections,Depressed - symptom,2
Coronavirus Infections,chest burning,1
Coronavirus Infections,Arthropathy,1
Coronavirus Infections,Pemphigus and fogo selvagem,2
Coronavirus Infections,Breathing abnormally deep,4
Coronavirus Infections,HIV Infections,3
Coronavirus Infections,Herpesviridae Infections,1
Coronavirus Infections,Rheumatoid Arthritis,1
Coronavirus Infections,Inflammatory disorder,2
Coronavirus Infections,Hay fever,1
Coronavirus Infections,Bronchitis,3
Coronavirus Infections,Chest Pain,9
Coronavirus Infections,bowel discomfort,1
Coronavirus Infections,Cardiovascular Diseases,2
Coronavirus Infections,Septicemia,5
Coronavirus Infections,Digitorenocerebral Syndrome,5
Coronavirus Infections,Goldberg-Shprintzen megacolon syndrome,5
Coronavirus Infections,"Gait, Drop Foot",1
Coronavirus Infections,Respiration Disorders,2
Coronavirus Infections,"Syncope, Cardiogenic",1
Coronavirus Infections,Bloodshot eye,1
Coronavirus Infections,Redness of eye,1
Coronavirus Infections,Herpes Labialis,1
Coronavirus Infections,Nocturnal cough,1
Coronavirus Infections,panic symptoms,1
Coronavirus Infections,Has tingling sensation,5
Coronavirus Infections,Hepatitis C,2
Coronavirus Infections,Migraine Variant,1
Coronavirus Infections,impending doom,1
Coronavirus Infections,Meckel syndrome type 1,2
Coronavirus Infections,Gastroesophageal reflux disease,4
Coronavirus Infections,Mild chronic obstructive pulmonary disease,1
Coronavirus Infections,Constipation,2
Coronavirus Infections,Scurvy,1
Coronavirus Infections,Dehydration,5
Coronavirus Infections,Staring,1
Coronavirus Infections,Coronary heart disease,1
Coronavirus Infections,Death anxiety,1
Coronavirus Infections,Mitral Valve Prolapse Syndrome,1
Coronavirus Infections,Acute viral disease,1
Coronavirus Infections,Aplasia Cutis Congenita,1
Coronavirus Infections,Atherosclerosis,1
Coronavirus Infections,Congestive heart failure,1
Coronavirus Infections,Blood Coagulation Disorders,1
Coronavirus Infections,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1
Coronavirus Infections,Hepatitis A,1
Coronavirus Infections,"Hepatitis B, Chronic",1
Coronavirus Infections,Digestive symptom,1
Coronavirus Infections,Neuropathy,2
Coronavirus Infections,Muscular fasciculation,1
Coronavirus Infections,Neurologic Symptoms,1
Coronavirus Infections,Syncope,4
Coronavirus Infections,Cold sweat,1
Coronavirus Infections,Gastroparesis,1
Coronavirus Infections,asthma with copd,1
Coronavirus Infections,Recurrent disease,5
Coronavirus Infections,Oral Ulcer,1
Coronavirus Infections,Narcolepsy,1
Coronavirus Infections,Xerostomia,1
Coronavirus Infections,Tennis Elbow,1
Coronavirus Infections,Deglutition Disorders,1
Coronavirus Infections,Malnutrition,2
Coronavirus Infections,Feeling nervous,1
Coronavirus Infections,Burning sensation,5
Coronavirus Infections,Muscle Cramp,2
Coronavirus Infections,Numbness,3
Coronavirus Infections,Neck Pain,2
Coronavirus Infections,Feeling Cold,1
Coronavirus Infections,Back Pain,4
Coronavirus Infections,Difficulty sleeping,2
Coronavirus Infections,Hunger,1
Coronavirus Infections,Lethargy,1
Coronavirus Infections,Hot flushes,1
Coronavirus Infections,Earache,1
Coronavirus Infections,Pharyngeal dryness,1
Coronavirus Infections,Deep Vein Thrombosis,1
Coronavirus Infections,Throat symptom,1
Coronavirus Infections,Stomach ache,4
Coronavirus Infections,Sleeplessness,1
Coronavirus Infections,Arm Pain,3
Coronavirus Infections,Fibromyalgia,1
Coronavirus Infections,spells (neurological symptom),3
Coronavirus Infections,Myopathy,1
Coronavirus Infections,Muscle Weakness,1
Coronavirus Infections,Nose symptoms,1
Coronavirus Infections,Chronic Fatigue Syndrome,1
Coronavirus Infections,Urticaria,1
Coronavirus Infections,side pain,2
Coronavirus Infections,Congestion of throat,1
Coronavirus Infections,Conjunctivitis,2
Coronavirus Infections,Watery eyes,2
Coronavirus Infections,Night sweats,2
Coronavirus Infections,Arthritis,1
Coronavirus Infections,Mastodynia,2
Coronavirus Infections,Abdominal Pain,1
Coronavirus Infections,Chest pressure,3
Coronavirus Infections,Lower respiratory tract infection,2
Coronavirus Infections,Burning sensation in eye,1
Coronavirus Infections,Severe diarrhea,1
Coronavirus Infections,Migraine Disorders,2
Coronavirus Infections,Prediabetes syndrome,2
Coronavirus Infections,Tonsillitis,1
Coronavirus Infections,Vitamin Deficiency,1
Coronavirus Infections,Autoimmune Diseases,4
Coronavirus Infections,lump in throat,1
Coronavirus Infections,headache severe,3
Coronavirus Infections,Prickling sensation,1
Coronavirus Infections,chest heaviness,2
Coronavirus Infections,skin color change,1
Coronavirus Infections,Glossalgia,1
Coronavirus Infections,Stinging Sensation,1
Coronavirus Infections,Skin symptom,1
Coronavirus Infections,swollen glands in neck,1
Coronavirus Infections,Upper back pain,1
Coronavirus Infections,Frontal headache,1
Coronavirus Infections,Hoarseness,1
Coronavirus Infections,Hepatorenal Syndrome,2
Coronavirus Infections,Hypotrichosis simplex,2
Coronavirus Infections,Dandy-Walker Syndrome,1
Coronavirus Infections,Muscle twitch,3
Coronavirus Infections,Punctate inner choroidopathy,1
Coronavirus Infections,Burning feet,1
Coronavirus Infections,Erythema,1
Coronavirus Infections,Nail-Patella Syndrome,1
Coronavirus Infections,Sympathetically independent pain,2
Coronavirus Infections,Multiple Sclerosis,1
Coronavirus Infections,Coffin-Siris syndrome,1
Coronavirus Infections,Pain of lymph node,2
Coronavirus Infections,Temporal headache,2
Coronavirus Infections,Spasm,1
Coronavirus Infections,Abnormal heart beat,1
Coronavirus Infections,Weight symptom (finding),1
Coronavirus Infections,furuncle,1
Coronavirus Infections,Classical Lissencephaly,1
Coronavirus Infections,Syndrome,3
Coronavirus Infections,MUNGAN SYNDROME,2
Coronavirus Infections,Upper Extremity Paresis,1
Coronavirus Infections,Paresthesia of hand,1
Coronavirus Infections,Allergy to eggs,1
Coronavirus Infections,Cystic Fibrosis,1
Coronavirus Infections,neck tightness,1
Coronavirus Infections,Gastritis,1
Coronavirus Infections,Dyspepsia,2
Coronavirus Infections,Basilar-Type Migraine,2
Coronavirus Infections,Equilibration disorder,2
Coronavirus Infections,Sore skin,1
Coronavirus Infections,"CHEST PAIN, SHARP",1
Coronavirus Infections,Feeling feverish,1
Coronavirus Infections,Tietze's Syndrome,1
Coronavirus Infections,Pleurisy,1
Coronavirus Infections,Myopia,1
Coronavirus Infections,Pulmonary Embolism,1
Coronavirus Infections,Sleep Apnea Syndromes,2
Coronavirus Infections,Infantile neuronal ceroid lipofuscinosis,1
Coronavirus Infections,Viral myocarditis,1
Coronavirus Infections,CHEST BURNING PAIN OF,1
Coronavirus Infections,tingling in fingers,1
Coronavirus Infections,Numbness of face,1
Coronavirus Infections,dyspnea acute,1
Coronavirus Infections,Hyperemesis Gravidarum,1
Coronavirus Infections,Rales,1
Coronavirus Infections,"Pain, Burning",1
Coronavirus Infections,Feels hot,1
Coronavirus Infections,Critical Illness,2
Coronavirus Infections,Streptococcal Infections,1
Coronavirus Infections,post viral fatigue,1
Coronavirus Infections,Simian Acquired Immunodeficiency Syndrome,13
Coronavirus Infections,Wiskott-Aldrich Syndrome,8
Coronavirus Infections,Food Allergy,1
Coronavirus Infections,Welts,1
Coronavirus Infections,Aural pressure,2
Coronavirus Infections,Wheezing,1
Coronavirus Infections,Dermatofibrosis lenticularis disseminata,1
Coronavirus Infections,Bilateral pneumonia,2
Coronavirus Infections,Meningitis,2
Coronavirus Infections,"Meningitis, Bacterial",1
Coronavirus Infections,Disorder of face,2
Coronavirus Infections,Heparin-induced thrombocytopenia,12
Coronavirus Infections,"Total Hypotrichosis, Mari type",2
Coronavirus Infections,"Diarrhea and vomiting, symptom",1
Coronavirus Infections,Chest pain on breathing,1
Coronavirus Infections,Agonizing Pain,1
Coronavirus Infections,pneumonia clinical,1
Coronavirus Infections,Feline infectious peritonitis,1
Coronavirus Infections,Tuberculosis,1
Coronavirus Infections,Blindness of one eye (disorder),1
